ANYO_PROCESO;CODIGO_CARRERA;NOMBRE_CARRERA;NOMBRE_UNIVERSIDAD;AREA_CONOCIMIENTO_SIES;VACANTES_REG;NUM_SELEC_REG;COMPLETA_VACANTES_REG;PROM_OBLIGATORIAS_ULTIMO_SELEC;PROM_OBLIGATORIAS_SD;PROM_OBLIGATORIAS_MIN;PROM_OBLIGATORIAS_P10;PROM_OBLIGATORIAS_P25;PROM_OBLIGATORIAS_PROM;PROM_OBLIGATORIAS_MED;PROM_OBLIGATORIAS_P75;PROM_OBLIGATORIAS_P90;PROM_OBLIGATORIAS_MAX
2024;37056;INGENIERÍA CIVIL EN OBRAS CIVILES;UNIVERSIDAD CATOLICA DE TEMUCO;TECNOLOGÍA;55;70;1;494;89.05;458;489.25;517.62;593.37;579.25;653.5;716.6;808.5
2024;37058;INGENIERÍA CIVIL GEOLÓGICA;UNIVERSIDAD CATOLICA DE TEMUCO;TECNOLOGÍA;20;15;0;480.5;82.27;472;487.3;506.75;571.93;569;607.5;673.9;763.5
2024;37061;PSICOLOGIA;UNIVERSIDAD CATOLICA DE TEMUCO;CIENCIAS SOCIALES;46;61;1;587.5;74.65;506;556;602;649.57;642.5;687;766.5;866
2024;37062;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD CATOLICA DE TEMUCO;CIENCIAS SOCIALES;35;41;1;641;78.73;445;524;571.5;612.85;610;672.5;713.5;776.5
2024;37064;KINESIOLOGIA;UNIVERSIDAD CATOLICA DE TEMUCO;SALUD;34;44;1;574;77.7;404;473.15;539.38;575.91;570.25;625.12;658.75;781
2024;37065;FONOAUDIOLOGIA;UNIVERSIDAD CATOLICA DE TEMUCO;SALUD;20;32;1;584;62.82;458;481.25;499.5;553.69;548.75;599.75;644.3;669.5
2024;37066;TERAPIA OCUPACIONAL;UNIVERSIDAD CATOLICA DE TEMUCO;SALUD;35;47;1;460;58.36;460;488.5;522.5;560.55;552.5;600;637.8;695
2024;37067;NUTRICION Y DIETETICA;UNIVERSIDAD CATOLICA DE TEMUCO;SALUD;35;45;1;519;51.7;458;495.8;509;552.18;551;583.5;629.3;662
2024;37068;TECNOLOGIA MEDICA;UNIVERSIDAD CATOLICA DE TEMUCO;SALUD;30;37;1;661;63.58;516;563.6;600;642.24;639;699;730.2;752
2024;37069;GEOLOGÍA;UNIVERSIDAD CATOLICA DE TEMUCO;CIENCIAS BÁSICAS;55;80;1;501;84.62;451.5;500.5;541.62;600.32;587.25;654.38;713.8;866.5
2024;37090;BACHILLER EN CIENCIAS Y HUMANIDADES;UNIVERSIDAD CATOLICA DE TEMUCO;CIENCIAS BÁSICAS;175;225;1;570.5;67.19;416;484.7;514.5;563.53;556.5;600;651.8;832
2024;37091;ARQUEOLOGÍA;UNIVERSIDAD CATOLICA DE TEMUCO;CIENCIAS SOCIALES;20;27;1;693.5;74.26;497;506.9;567.25;616.44;615.5;680;692.6;785
2024;37092;ARQUITECTURA;UNIVERSIDAD CATOLICA DE TEMUCO;ARTE Y ARQUITECTURA;49;59;1;586;72.87;529.5;605.8;631.25;685.28;692;739.25;764.7;858
2024;37095;DISEÑO;UNIVERSIDAD CATOLICA DE TEMUCO;ARTE Y ARQUITECTURA;55;80;1;506;79.87;476.5;520.3;548.25;608.09;597.25;648.75;711.4;817
2024;37096;LICENCIATURA EN FILOSOFIA;UNIVERSIDAD CATOLICA DE TEMUCO;HUMANIDADES;20;21;1;628;65.12;461.5;465.5;489.5;541.14;523.5;607.5;628;659
2024;37097;INGENIERIA EN CONSTRUCCION;UNIVERSIDAD CATOLICA DE TEMUCO;TECNOLOGÍA;40;55;1;494.5;60.34;464;487.9;508.5;555.21;545;592.75;645.1;683.5
2024;37098;INGENIERIA ELECTRICA;UNIVERSIDAD CATOLICA DE TEMUCO;TECNOLOGÍA;40;55;1;532;74.43;429.5;510.8;533.5;589.26;585.5;641.25;669.4;832.5
2024;37099;QUIMICA Y FARMACIA;UNIVERSIDAD CATOLICA DE TEMUCO;SALUD;50;65;1;669;83.31;489;607.2;659.5;709.01;713;765;804.5;920.5
2024;37100;PEDAGOGIA EN LENGUA Y CULTURA MAPUCHE;UNIVERSIDAD CATOLICA DE TEMUCO;EDUCACIÓN;20;21;1;539;69.66;444;510;527;578.07;559.5;651;661;715.5
2024;37101;OFICIOS CREATIVOS;UNIVERSIDAD CATOLICA DE TEMUCO;ARTE Y ARQUITECTURA;30;22;0;561.5;89.6;460;489.6;524;578.16;563;602.88;649.8;841.5
2024;37102;MEDICINA;UNIVERSIDAD CATOLICA DE TEMUCO;SALUD;55;57;1;868.5;36.83;811.5;850.5;865;893.32;894.5;915;946.3;967.5
2024;37103;INGENIERIA EN PLANIFICACION TERRITORIAL;UNIVERSIDAD CATOLICA DE TEMUCO;TECNOLOGÍA;40;5;0;463.5;125.68;463.5;469.7;479;561.1;527;561;689.4;775
2024;37104;INGENIERIA EN RECURSOS HIDRICOS;UNIVERSIDAD CATOLICA DE TEMUCO;TECNOLOGÍA;40;9;0;590.5;67.45;502.5;502.9;509.5;589.89;616;647;657.6;664
2024;38003;INGENIERÍA COMERCIAL;UNIVERSIDAD DIEGO PORTALES;ADMINISTRACIÓN Y COMERCIO;355;463;1;674.5;67.48;493;588.1;622.5;670.93;665;719;763.9;889
2024;38004;DERECHO;UNIVERSIDAD DIEGO PORTALES;DERECHO;263;338;1;661.5;52.45;645.5;707.55;731.62;769.43;767.75;799.5;838.95;923.5
2024;38005;PSICOLOGÍA;UNIVERSIDAD DIEGO PORTALES;CIENCIAS SOCIALES;215;257;1;689;51.63;683;737.2;759.5;799.14;793.5;836.5;873.8;965.5
2024;38006;CONTADOR AUDITOR-CONTADOR PÚBLICO;UNIVERSIDAD DIEGO PORTALES;ADMINISTRACIÓN Y COMERCIO;126;178;1;564;70.99;481;552.05;586;637.09;634.5;682;735.65;842
2024;38009;PERIODISMO;UNIVERSIDAD DIEGO PORTALES;CIENCIAS SOCIALES;135;190;1;621.5;65.04;502;572.9;609.75;656.14;659.75;693.88;741.65;881.5
2024;38013;PUBLICIDAD;UNIVERSIDAD DIEGO PORTALES;CIENCIAS SOCIALES;115;153;1;656;71.71;507.5;567.4;604.5;654.9;651;701.5;749.1;917.5
2024;38015;DISEÑO CON MENCIONES;UNIVERSIDAD DIEGO PORTALES;ARTE Y ARQUITECTURA;150;210;1;700;74.93;511.5;572.05;609.75;665.41;654.75;712;774.1;854.5
2024;38032;BACHILLERATO EN CIENCIAS SOCIALES Y HUMANIDADES;UNIVERSIDAD DIEGO PORTALES;CIENCIAS SOCIALES;121;165;1;622;67.51;505.5;567.2;615;659;660;706;750.1;857
2024;38080;INGENIERÍA CIVIL PLAN COMÚN;UNIVERSIDAD DIEGO PORTALES;TECNOLOGÍA;126;164;1;671;77.95;499;585.65;624;678.93;677;734.5;784.4;907
2024;38083;ARQUITECTURA;UNIVERSIDAD DIEGO PORTALES;ARTE Y ARQUITECTURA;135;168;1;654;61.02;544.5;619.5;646.38;692.86;691;735.62;773.65;870
2024;38162;SOCIOLOGÍA;UNIVERSIDAD DIEGO PORTALES;CIENCIAS SOCIALES;72;42;0;581.5;62.39;522.5;548.7;571.88;622.05;607.75;665.62;700.95;760
2024;38163;CIENCIA POLÍTICA;UNIVERSIDAD DIEGO PORTALES;CIENCIAS SOCIALES;81;108;1;621.5;83.45;506.5;546.6;578.12;644.21;629.75;697.5;748.35;944.5
2024;38164;LICENCIATURA EN HISTORIA;UNIVERSIDAD DIEGO PORTALES;CIENCIAS SOCIALES;32;27;0;513;53.01;513;548.7;581.5;612.76;620;646.25;679.6;722
2024;38166;LITERATURA CREATIVA;UNIVERSIDAD DIEGO PORTALES;HUMANIDADES;70;78;1;502;88.17;502;527.7;567;639.1;636.25;681.62;763.8;891
2024;38167;PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA;UNIVERSIDAD DIEGO PORTALES;EDUCACIÓN;45;58;1;506;66.06;502.5;511.85;541.88;591.73;586.75;624.88;686.85;793.5
2024;38168;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;UNIVERSIDAD DIEGO PORTALES;EDUCACIÓN;58;78;1;558.5;53.24;500.5;515.2;542.62;578.47;567.5;615.88;644;780
2024;38170;MEDICINA;UNIVERSIDAD DIEGO PORTALES;SALUD;68;72;1;893.5;23.96;882.5;891.1;900.38;919.22;918.5;932;954.95;995
2024;38171;ODONTOLOGÍA;UNIVERSIDAD DIEGO PORTALES;SALUD;62;77;1;695;55.98;643.5;677.1;699;744.25;741;782.5;824.1;858
2024;38172;TECNOLOGÍA MÉDICA;UNIVERSIDAD DIEGO PORTALES;SALUD;129;158;1;672.5;59.41;621.5;667.15;693.5;736.47;732.25;773.88;820.4;916.5
2024;38173;ENFERMERÍA;UNIVERSIDAD DIEGO PORTALES;SALUD;100;132;1;638.5;54.37;633.5;668.7;692.75;732.33;726.25;764;811.95;908.5
2024;38174;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD DIEGO PORTALES;TECNOLOGÍA;222;295;1;630;70.02;517.5;627.3;665.25;718.71;720.5;765;814.5;904
2024;38175;INGENIERÍA CIVIL EN INFORMÁTICA Y TELECOMUNICACIONES;UNIVERSIDAD DIEGO PORTALES;TECNOLOGÍA;145;185;1;701;68.48;601;661.6;695.5;746.75;740.5;801.5;840.1;916.5
2024;38176;INGENIERÍA CIVIL EN OBRAS CIVILES;UNIVERSIDAD DIEGO PORTALES;TECNOLOGÍA;80;99;1;604.5;76.8;470.5;546.9;572.25;635.5;635;683.25;731.4;839
2024;38285;ARTES VISUALES;UNIVERSIDAD DIEGO PORTALES;ARTE Y ARQUITECTURA;59;83;1;559;58.69;513.5;551.5;598.75;632.15;634;683.5;703.4;758
2024;38292;INGENIERÍA EN CONTROL DE GESTIÓN;UNIVERSIDAD DIEGO PORTALES;ADMINISTRACIÓN Y COMERCIO;104;125;1;745.5;74.41;501;562.1;599.5;658.17;654.5;717;755.9;833.5
2024;38323;OBSTETRICIA Y NEONATOLOGÍA;UNIVERSIDAD DIEGO PORTALES;SALUD;59;67;1;708.5;41.65;692;721.3;747.5;774.75;775.5;793.75;826.5;871.5
2024;38325;KINESIOLOGÍA;UNIVERSIDAD DIEGO PORTALES;SALUD;91;116;1;587.5;62.69;574;626.25;647.12;687.5;678;714.62;775.25;869
2024;38326;PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL CON MENCIÓN EN DESARROLLO COGNITIVO;UNIVERSIDAD DIEGO PORTALES;EDUCACIÓN;51;68;1;567;67.6;420;525.65;558.25;600.68;591.5;625.75;699.95;772.5
2024;38327;PEDAGOGÍA EN INGLÉS;UNIVERSIDAD DIEGO PORTALES;EDUCACIÓN;94;114;1;527;70.74;505.5;559.25;599;650.9;651.5;705.25;737.4;864.5
2024;38336;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD DIEGO PORTALES;CIENCIAS SOCIALES;55;78;1;650.5;75.12;510;551.35;598;648.99;647;686.62;766.2;813.5
2024;38337;ANTROPOLOGÍA;UNIVERSIDAD DIEGO PORTALES;CIENCIAS SOCIALES;35;35;1;502;71.9;502;555;589.75;635.3;626.5;670.5;714.5;859.5
2024;38338;BACHILLERATO EN ADMINISTRACIÓN Y ECONOMIA;UNIVERSIDAD DIEGO PORTALES;ADMINISTRACIÓN Y COMERCIO;60;68;1;502;72.32;487;526;551.62;609.89;607.5;653.12;709.6;824
2024;38339;CINE Y REALIZACIÓN AUDIOVISUAL;UNIVERSIDAD DIEGO PORTALES;ARTE Y ARQUITECTURA;55;93;1;511.5;70.07;511.5;572.2;600;655.77;646.5;707.5;741;838.5
2024;39101;AGRONOMIA;UNIVERSIDAD MAYOR;AGROPECUARIA;90;117;1;489;84.39;481;502.7;533.5;594.47;573;641.5;718.2;861
2024;39102;ANIMACION DIGITAL;UNIVERSIDAD MAYOR;ARTE Y ARQUITECTURA;60;70;1;662;78.69;566;614.9;647.88;706.21;694.25;750.5;818.15;912
2024;39103;ARQUITECTURA;UNIVERSIDAD MAYOR;ARTE Y ARQUITECTURA;110;145;1;634.5;68.74;488.5;536.3;572.5;622.87;614.5;663.5;718.4;807.5
2024;39104;BIOTECNOLOGIA;UNIVERSIDAD MAYOR;TECNOLOGÍA;40;50;1;655;74.08;525;634.15;653.5;698.61;691.75;733.62;786.7;934.5
2024;39105;CINE;UNIVERSIDAD MAYOR;ARTE Y ARQUITECTURA;50;60;1;638;77.62;484.5;548.9;584.25;638.15;637.5;688.25;715.55;923.5
2024;39106;INGENIERIA EN CONSTRUCCION;UNIVERSIDAD MAYOR;TECNOLOGÍA;30;41;1;480;65.83;466;489;540;574.77;566;606;660.5;759.5
2024;39107;DERECHO;UNIVERSIDAD MAYOR;DERECHO;110;137;1;630.5;51.37;552.5;616.1;632.5;667.75;659.5;699;735;838
2024;39108;DISEÑO MENCION GRAFICO, INDUSTRIAL O AMBIENTES;UNIVERSIDAD MAYOR;ARTE Y ARQUITECTURA;60;90;1;705.5;77.33;459.5;516.65;551.88;606.14;599;642.62;707.05;852.5
2024;39109;ENFERMERIA;UNIVERSIDAD MAYOR;SALUD;80;95;1;680.5;59.24;626;666.2;696;735.65;725;773.5;827.1;878.5
2024;39110;FONOAUDIOLOGIA;UNIVERSIDAD MAYOR;SALUD;50;70;1;503.5;62.25;458;483.55;515.25;560.91;557.25;605.38;644.8;691.5
2024;39111;INGENIERÍA CIVIL ELECTRONICA;UNIVERSIDAD MAYOR;TECNOLOGÍA;30;40;1;552;83.6;531.5;579.2;609.62;677.68;679.25;758.88;776.7;857
2024;39112;INGENIERIA CIVIL EN COMPUTACION E INFORMATICA;UNIVERSIDAD MAYOR;TECNOLOGÍA;100;130;1;646;67.13;520.5;619.3;657.75;702.93;701.5;742.75;793.85;910.5
2024;39113;INGENIERIA CIVIL INDUSTRIAL;UNIVERSIDAD MAYOR;TECNOLOGÍA;110;150;1;486.5;79.66;461;536;576.62;626.99;613.5;676.38;743.65;850.5
2024;39114;INGENIERIA COMERCIAL;UNIVERSIDAD MAYOR;ADMINISTRACIÓN Y COMERCIO;120;170;1;586;63.88;488;540;575.5;620.14;613.5;664.38;698.25;786.5
2024;39115;INGENIERIA EN ADMINISTRACION;UNIVERSIDAD MAYOR;ADMINISTRACIÓN Y COMERCIO;60;69;1;480.5;78.76;466;488.8;520.5;578.06;561;619.5;702.6;782
2024;39116;INGENIERIA FORESTAL;UNIVERSIDAD MAYOR;AGROPECUARIA;20;11;0;463;100.59;463;479;499.75;570.32;550.5;595.75;680;806
2024;39117;KINESIOLOGIA;UNIVERSIDAD MAYOR;SALUD;90;110;1;634;53.41;565;608.45;640.25;675.14;670.5;698;758.5;826.5
2024;39118;MEDICINA;UNIVERSIDAD MAYOR;SALUD;60;70;1;908.5;24.92;851;898;907.62;922.3;919;940.12;954.65;979.5
2024;39119;MEDICINA VETERINARIA;UNIVERSIDAD MAYOR;AGROPECUARIA;200;240;1;674.5;64.73;509.5;598.3;634.5;677.41;675.25;711.25;761.4;889
2024;39120;NUTRICION Y DIETETICA;UNIVERSIDAD MAYOR;SALUD;70;100;1;507;67.42;478.5;526.3;552.38;606.22;599.5;656.5;685.2;824.5
2024;39121;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD MAYOR;SALUD;50;60;1;725;49.83;676.5;700.95;717.38;757.56;752.5;789.5;826.3;877
2024;39122;ODONTOLOGIA;UNIVERSIDAD MAYOR;SALUD;65;85;1;773.5;41.68;678;716.2;742;769.44;767;799.5;815;895
2024;39124;PEDAGOGIA EN EDUCACIÓN DIFERENCIAL CON MENCION EN DISCAPACIDAD INTELECTUAL;UNIVERSIDAD MAYOR;EDUCACIÓN;30;42;1;517.5;59.01;444;517.65;535.38;578.71;567.5;622.88;650.65;730.5
2024;39125;PED. EN EDUC. FISICA, DEPORTES Y RECREACION PARA EDUC. BASICA Y MEDIA;UNIVERSIDAD MAYOR;EDUCACIÓN;40;60;1;556;69.86;540;556;583.75;639.45;624;682.38;728.75;824
2024;39126;PEDAGOGIA EN EDUCACION PARVULARIA;UNIVERSIDAD MAYOR;EDUCACIÓN;20;30;1;481;74.7;472.5;513.05;539.25;595.4;591.25;642;691.35;773.5
2024;39129;PSICOLOGIA;UNIVERSIDAD MAYOR;CIENCIAS SOCIALES;110;151;1;630.5;49.41;610;651;682;716.32;715.5;745.5;784;875.5
2024;39131;TEATRO;UNIVERSIDAD MAYOR;ARTE Y ARQUITECTURA;30;21;0;582.5;93.79;485;519;551.5;614.83;594;656.5;780.5;816
2024;39132;TECNOLOGIA MEDICA;UNIVERSIDAD MAYOR;SALUD;80;100;1;632.5;62.49;542.5;634.3;673.25;709.56;702.5;745.25;789.1;917.5
2024;39133;TERAPIA OCUPACIONAL;UNIVERSIDAD MAYOR;SALUD;70;90;1;535.5;55.96;494;537.75;558.5;598.06;581.5;633.12;678.05;791.5
2024;39134;GEOLOGIA;UNIVERSIDAD MAYOR;CIENCIAS BÁSICAS;50;60;1;612;70.87;551.5;634.5;676.62;717.54;714;764.12;816.2;908
2024;39135;BACHILLERATO EN CIENCIAS DE LA SALUD;UNIVERSIDAD MAYOR;SALUD;90;110;1;671.5;63.1;658.5;713.9;750.62;796.03;798.5;844;877;914
2024;39140;INGENIERIA EN MEDIO AMBIENTE Y SUSTENTABILIDAD;UNIVERSIDAD MAYOR;TECNOLOGÍA;30;21;0;468;94.09;468;485.5;529.5;600.24;600;668;711;800.5
2024;39142;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD MAYOR;CIENCIAS SOCIALES;45;44;0;485.5;86.24;431.5;476.1;508.12;575.83;565.75;640.75;707.3;760
2024;39398;INTERPRETACION MUSICAL SUPERIOR;UNIVERSIDAD MAYOR;ARTE Y ARQUITECTURA;1;1;1;765;;765;765;765;765;765;765;765;765
2024;39399;COMPOSICION MUSICAL SUPERIOR;UNIVERSIDAD MAYOR;ARTE Y ARQUITECTURA;1;0;0;;;;;;;;;;
2024;39401;ARQUITECTURA;UNIVERSIDAD MAYOR;ARTE Y ARQUITECTURA;40;50;1;569.5;80.21;531.5;574.5;608.75;667.4;657.25;698;783.25;931.5
2024;39402;INGENIERIA EN CONSTRUCCION;UNIVERSIDAD MAYOR;TECNOLOGÍA;20;29;1;538;77.28;471.5;487.1;505.5;555.78;542.5;583;618.4;849.5
2024;39403;DERECHO;UNIVERSIDAD MAYOR;DERECHO;60;80;1;600;57.23;507.5;551.6;586;622.9;615.5;661.5;695.1;792.5
2024;39405;ENFERMERIA;UNIVERSIDAD MAYOR;SALUD;70;90;1;662;62.77;495.5;584.5;626.88;667.45;674;707.38;750.05;826
2024;39406;FONOAUDIOLOGIA;UNIVERSIDAD MAYOR;SALUD;25;35;1;483;56.87;459.5;477.7;510.5;545.86;542.5;583.25;607.3;705
2024;39408;INGENIERIA CIVIL INDUSTRIAL;UNIVERSIDAD MAYOR;TECNOLOGÍA;20;30;1;600.5;82.09;479;597.8;615;667.78;650.25;729.75;777.1;821
2024;39409;INGENIERIA COMERCIAL;UNIVERSIDAD MAYOR;ADMINISTRACIÓN Y COMERCIO;60;90;1;508.5;76.53;493.5;539.35;562.62;625.25;618.25;674;720.9;859
2024;39410;KINESIOLOGIA;UNIVERSIDAD MAYOR;SALUD;35;45;1;603;66.23;463.5;560.6;591;634.52;630;686.5;726;753.5
2024;39411;MEDICINA;UNIVERSIDAD MAYOR;SALUD;60;71;1;896.5;31.48;824.5;860.5;878.25;899.74;898;925;942;959
2024;39412;MEDICINA VETERINARIA;UNIVERSIDAD MAYOR;AGROPECUARIA;40;50;1;600.5;68.07;536;600.15;636.75;688.42;687.5;740.25;780.35;816.5
2024;39413;NUTRICION Y DIETETICA;UNIVERSIDAD MAYOR;SALUD;24;34;1;585.5;45.4;482;503.55;560.12;579.6;583;605.75;632.05;664.5
2024;39414;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD MAYOR;SALUD;45;55;1;743.5;61.88;607;634.8;657.25;708.19;707.5;744;800.7;869.5
2024;39415;ODONTOLOGIA;UNIVERSIDAD MAYOR;SALUD;50;70;1;697.5;78.66;551;594.2;623.5;684.21;683.75;730.38;775.55;941.5
2024;39419;PSICOLOGIA;UNIVERSIDAD MAYOR;CIENCIAS SOCIALES;80;91;1;603;61.95;556;592;620.5;663.88;657.5;698.5;745.5;877
2024;39420;TECNOLOGIA MEDICA;UNIVERSIDAD MAYOR;SALUD;45;55;1;613;57.63;568;624;645;691.15;695;737;764.8;814
2024;39421;TERAPIA OCUPACIONAL;UNIVERSIDAD MAYOR;SALUD;45;60;1;501.5;55.58;464;477.2;501.38;546.39;544.75;578.25;610.55;685.5
2024;39422;BACHILLERATO EN CIENCIAS DE LA SALUD;UNIVERSIDAD MAYOR;SALUD;40;50;1;745;50.38;728.5;746.95;770.75;809.44;808;838.12;883.45;949.5
2024;39423;ANIMACION DIGITAL;UNIVERSIDAD MAYOR;ARTE Y ARQUITECTURA;30;35;1;579.5;66.75;548.5;626;652.5;689.3;684.5;709;809;846.5
2024;39424;TURISMO SUSTENTABLE;UNIVERSIDAD MAYOR;ADMINISTRACIÓN Y COMERCIO;20;30;1;589.5;52.42;473.5;516.85;534.12;574.92;583.25;614.25;626.05;707
2024;39425;AGRONOMÍA;UNIVERSIDAD MAYOR;AGROPECUARIA;30;40;1;526;61.5;472;533.2;571.12;612.84;609.75;647.75;684.7;728.5
2024;40001;ARQUITECTURA;UNIVERSIDAD FINIS TERRAE;ARTE Y ARQUITECTURA;85;100;1;657.5;69.97;470.5;545.5;573.75;629.28;633.5;684.75;721.05;787.5
2024;40002;DISEÑO;UNIVERSIDAD FINIS TERRAE;ARTE Y ARQUITECTURA;80;90;1;599.5;61.04;483.5;536.45;558.75;604.69;600.5;639.88;686.7;790.5
2024;40010;LICENCIATURA EN ARTES VISUALES;UNIVERSIDAD FINIS TERRAE;ARTE Y ARQUITECTURA;70;75;1;605;83.01;460;493.1;530;592.41;577;651.75;700.8;834
2024;40020;LICENCIATURA EN HISTORIA;UNIVERSIDAD FINIS TERRAE;CIENCIAS SOCIALES;25;15;0;461.5;78.59;461.5;492.1;505.5;567.4;551;596.75;677.4;737.5
2024;40021;LICENCIATURA EN LITERATURA;UNIVERSIDAD FINIS TERRAE;HUMANIDADES;35;16;0;482.5;77.88;482.5;506;542;595.28;581.25;640.12;714.75;729.5
2024;40022;PERIODISMO;UNIVERSIDAD FINIS TERRAE;CIENCIAS SOCIALES;80;65;0;486;62.94;461;479.1;528;573.28;580.5;615.5;656.7;696.5
2024;40023;PUBLICIDAD;UNIVERSIDAD FINIS TERRAE;CIENCIAS SOCIALES;70;90;1;527;70.19;468.5;502.5;522.38;575.54;563.75;615.12;675.55;821
2024;40030;DERECHO;UNIVERSIDAD FINIS TERRAE;DERECHO;230;250;1;557.5;63.38;460;538.25;574.88;620.13;620.25;665.88;701.1;778.5
2024;40040;INGENIERÍA COMERCIAL;UNIVERSIDAD FINIS TERRAE;ADMINISTRACIÓN Y COMERCIO;180;200;1;494;70.11;469;528;561.5;616.08;610.25;668;707.55;829.5
2024;40041;AUDITORÍA;UNIVERSIDAD FINIS TERRAE;ADMINISTRACIÓN Y COMERCIO;40;32;0;474.5;77.22;466;481.05;531.25;582.97;569.25;632.62;671.05;757.5
2024;40042;INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN;UNIVERSIDAD FINIS TERRAE;ADMINISTRACIÓN Y COMERCIO;35;45;1;500.5;81.73;464.5;499.6;557;613.62;610.5;674;720.1;809
2024;40043;DIRECCIÓN Y GESTIÓN DE ARTES CULINARIAS;UNIVERSIDAD FINIS TERRAE;ADMINISTRACIÓN Y COMERCIO;30;35;1;797.5;56.72;619.5;670.3;718.75;742.8;742;779.5;800.2;888.5
2024;40050;PEDAGOGÍA EN EDUCACIÓN BÁSICA;UNIVERSIDAD FINIS TERRAE;EDUCACIÓN;20;30;1;552.5;65.01;394;489.2;520;555.75;552;593.12;625.45;720
2024;40051;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;UNIVERSIDAD FINIS TERRAE;EDUCACIÓN;30;40;1;538;71.9;421;503.45;525.62;572.65;559;607.88;665.8;762
2024;40053;CIENCIAS DE LA FAMILIA;UNIVERSIDAD FINIS TERRAE;CIENCIAS SOCIALES;20;9;0;466;83.67;466;478;498.5;568.78;586.5;604.5;680.7;693.5
2024;40061;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD FINIS TERRAE;TECNOLOGÍA;60;70;1;567;81.08;467;555.2;591.75;651.68;658;710.88;752.75;815
2024;40062;INGENIERÍA CIVIL INFORMÁTICA Y TELECOMUNICACIONES;UNIVERSIDAD FINIS TERRAE;TECNOLOGÍA;110;120;1;521;66.71;473;536.1;576.75;620.15;616;651.62;695.8;870.5
2024;40063;INGENIERÍA CIVIL EN REALIDAD VIRTUAL Y VIDEOJUEGOS;UNIVERSIDAD FINIS TERRAE;TECNOLOGÍA;55;47;0;563;104.57;461.5;496.4;562.5;623.38;613.5;665.5;792;910.5
2024;40070;MEDICINA;UNIVERSIDAD FINIS TERRAE;SALUD;75;81;1;907;25.86;835.5;895.5;904;920.51;913.5;944.5;955;975
2024;40071;KINESIOLOGÍA;UNIVERSIDAD FINIS TERRAE;SALUD;80;100;1;577;67.3;538;602.8;641.12;688.19;691.5;736;779.6;869
2024;40072;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD FINIS TERRAE;SALUD;70;100;1;525;64.18;492;524.7;549.88;602.22;597.75;641.5;685.05;799
2024;40073;ENFERMERÍA;UNIVERSIDAD FINIS TERRAE;SALUD;80;90;1;669.5;62.53;593;621.55;643.62;695.73;690.5;737.5;770.65;895.5
2024;40074;PSICOLOGÍA;UNIVERSIDAD FINIS TERRAE;CIENCIAS SOCIALES;120;140;1;483.5;61.78;483.5;590.95;616;659.33;657.25;698.62;739.3;807
2024;40080;ODONTOLOGÍA;UNIVERSIDAD FINIS TERRAE;SALUD;65;85;1;624;57.92;624;647.7;684.5;726.35;724;771;811.4;866
2024;40090;ACTUACIÓN Y CREACIÓN TEATRAL;UNIVERSIDAD FINIS TERRAE;ARTE Y ARQUITECTURA;20;22;1;594.5;55.84;512;590.9;600;631.95;628.5;664.12;699.6;753.5
2024;41000;ARQUITECTURA;UNIVERSIDAD ANDRES BELLO;ARTE Y ARQUITECTURA;102;236;1;499.5;73.98;420;516.25;547.5;602.21;597.25;646.12;701;898
2024;41002;DISEÑO GRAFICO;UNIVERSIDAD ANDRES BELLO;ARTE Y ARQUITECTURA;60;103;1;534.5;68.62;459.5;510.8;542.75;588.91;579;627.5;695.7;868
2024;41003;ARTES VISUALES;UNIVERSIDAD ANDRES BELLO;ARTE Y ARQUITECTURA;60;84;1;517;64.54;458;478.3;501;549.52;537.75;590.12;635.35;800
2024;41005;BIOQUIMICA;UNIVERSIDAD ANDRES BELLO;CIENCIAS BÁSICAS;65;87;1;502;92.39;494.5;583.9;624.25;688.57;686.5;763.5;809.7;878
2024;41006;INGENIERIA EN BIOTECNOLOGIA;UNIVERSIDAD ANDRES BELLO;TECNOLOGÍA;90;107;1;526.5;103.3;469;563.9;621.75;688;682;767.75;831.5;920.5
2024;41007;BIOLOGIA;UNIVERSIDAD ANDRES BELLO;CIENCIAS BÁSICAS;60;79;1;533.5;97.47;468;499;534.5;615.42;595.5;711.75;738.3;825
2024;41008;FONOAUDIOLOGIA;UNIVERSIDAD ANDRES BELLO;SALUD;100;65;0;459;65.43;458.5;467.2;492.5;542.28;541.5;573.5;634.9;739
2024;41009;KINESIOLOGIA;UNIVERSIDAD ANDRES BELLO;SALUD;300;398;1;538;79.29;415;535.2;574;631.02;621.75;688.62;745.3;842.5
