hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,distribution_channel,is_repeated_guest,previous_cancellations,adr
City Hotel,1,111,2017,May,18,5,1,2,2,0,0,GBR,Direct,0,0,130
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,116,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,126
City Hotel,1,9,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,150
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,104,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,162
City Hotel,1,58,2017,May,18,5,1,2,2,0,0,DEU,TA/TO,0,0,126
City Hotel,1,85,2017,May,18,5,1,2,2,0,0,GBR,TA/TO,0,0,162
City Hotel,1,81,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,162
City Hotel,1,168,2017,May,18,5,1,2,2,0,0,BRA,TA/TO,0,0,130.5
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,260,2017,May,18,5,1,2,2,0,0,ESP,TA/TO,0,0,136.2
City Hotel,1,81,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,162
City Hotel,1,148,2017,May,18,5,1,2,3,0,0,DEU,TA/TO,0,0,175.5
City Hotel,1,17,2017,May,18,5,1,2,2,0,0,KOR,TA/TO,0,0,150
City Hotel,1,99,2017,May,18,5,1,2,3,0,0,ITA,TA/TO,0,0,171
City Hotel,1,93,2017,May,18,5,1,2,2,0,0,BEL,TA/TO,0,0,135
City Hotel,1,85,2017,May,18,5,1,2,2,0,0,TUR,TA/TO,0,0,135
City Hotel,1,116,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,126
City Hotel,1,111,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,126
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,175,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,99
City Hotel,1,165,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,89.1
City Hotel,1,23,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,149
City Hotel,1,15,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,150
City Hotel,1,99,2017,May,18,5,1,2,2,0,0,ITA,TA/TO,0,0,135
City Hotel,1,260,2017,May,18,5,1,2,2,0,0,ESP,TA/TO,0,0,136.2
City Hotel,1,175,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,99
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,85,2017,May,18,5,1,2,2,0,0,TUR,TA/TO,0,0,135
City Hotel,1,81,2017,May,18,5,1,2,2,0,0,GBR,TA/TO,0,0,162
City Hotel,1,16,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,277
City Hotel,1,81,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,162
City Hotel,1,99,2017,May,18,5,1,2,3,0,0,ITA,TA/TO,0,0,171
City Hotel,1,98,2017,May,18,5,1,2,2,0,0,FRA,TA/TO,0,0,135
City Hotel,1,165,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,89.1
City Hotel,1,117,2017,May,18,5,1,2,2,0,0,IRL,TA/TO,0,0,108
City Hotel,1,232,2017,May,18,5,2,2,3,0,0,BRA,TA/TO,0,0,166
City Hotel,1,182,2017,May,18,5,2,2,2,0,0,DEU,TA/TO,0,0,130.5
City Hotel,1,102,2017,May,18,5,2,2,3,0,0,CZE,TA/TO,0,0,171
City Hotel,1,206,2017,May,18,5,2,2,2,0,0,GBR,TA/TO,0,0,99
City Hotel,1,233,2017,May,18,5,2,2,2,0,0,BRA,TA/TO,0,0,130.6
City Hotel,1,15,2017,May,18,5,2,2,2,0,0,FRA,TA/TO,0,0,150
City Hotel,1,206,2017,May,18,5,2,2,2,0,0,GBR,TA/TO,0,0,99
City Hotel,1,206,2017,May,18,5,2,2,2,0,0,GBR,TA/TO,0,0,99
City Hotel,1,172,2017,May,18,5,2,2,2,0,0,GBR,TA/TO,0,0,130.5
City Hotel,1,117,2017,May,18,5,2,2,2,0,0,FRA,TA/TO,0,0,126
City Hotel,1,8,2017,May,18,5,2,2,2,0,0,PRT,TA/TO,0,0,99
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,189,2017,May,18,5,1,2,2,0,0,PRT,TA/TO,0,0,100
City Hotel,1,206,2017,May,18,5,2,2,2,0,0,GBR,TA/TO,0,0,99
City Hotel,1,9,2017,May,18,5,2,2,2,0,0,BRA,TA/TO,0,0,150
City Hotel,1,102,2017,May,18,5,2,2,2,0,0,FRA,TA/TO,0,0,108
City Hotel,1,56,2017,May,18,5,2,6,2,0,0,RUS,TA/TO,0,0,132.25
City Hotel,1,78,2017,May,18,5,2,6,2,0,0,NOR,TA/TO,0,0,164.25
City Hotel,1,39,2017,May,18,5,2,3,2,0,0,UKR,TA/TO,0,0,149
City Hotel,1,90,2017,May,18,6,0,1,2,0,0,FRA,TA/TO,0,0,108
City Hotel,1,60,2017,May,18,6,0,1,1,0,0,USA,TA/TO,0,0,126
City Hotel,1,55,2017,May,18,6,0,1,2,0,0,PRT,TA/TO,0,0,100.8
City Hotel,1,99,2017,May,18,6,1,1,2,0,0,FRA,TA/TO,0,0,135
City Hotel,1,102,2017,May,18,6,1,1,2,0,0,IRL,TA/TO,0,0,126
City Hotel,1,99,2017,May,18,6,1,1,2,0,0,FRA,TA/TO,0,0,135
City Hotel,1,67,2017,May,18,6,1,1,2,0,0,FRA,TA/TO,0,0,144
City Hotel,1,31,2017,May,18,6,1,1,2,0,0,GBR,TA/TO,0,0,169
City Hotel,1,134,2017,May,18,6,1,1,2,0,0,FRA,TA/TO,0,0,126
City Hotel,1,196,2017,May,18,6,1,1,2,0,0,FRA,TA/TO,0,0,117
City Hotel,1,155,2017,May,18,6,1,1,2,0,0,FRA,TA/TO,0,0,108
City Hotel,1,163,2017,May,18,6,1,1,2,0,0,IRL,Direct,0,0,99
City Hotel,1,236,2017,May,18,6,1,1,2,0,0,FRA,TA/TO,0,0,159.6
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,169,2017,May,18,6,2,1,2,0,0,GBR,TA/TO,0,0,117
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,93,2017,May,18,6,2,1,2,0,0,BEL,TA/TO,0,0,135
City Hotel,1,169,2017,May,18,6,2,1,2,0,0,AUT,TA/TO,0,0,117
City Hotel,1,86,2017,May,18,6,2,1,3,0,0,GBR,TA/TO,0,0,171
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,175,2017,May,18,6,2,1,2,1,0,FRA,TA/TO,0,0,99
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,64,2017,May,18,6,2,1,3,0,0,GBR,TA/TO,0,0,189
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,117,2017,May,18,6,2,1,2,0,0,GBR,TA/TO,0,0,96
City Hotel,1,169,2017,May,18,6,2,1,2,0,0,GBR,TA/TO,0,0,117
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,93,2017,May,18,6,2,1,2,0,0,BEL,TA/TO,0,0,135
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,93,2017,May,18,6,2,1,2,0,0,BEL,TA/TO,0,0,135
City Hotel,1,86,2017,May,18,6,2,1,2,0,0,GBR,TA/TO,0,0,162
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,169,2017,May,18,6,2,1,2,0,0,AUT,TA/TO,0,0,117
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,175,2017,May,18,6,2,1,2,1,0,FRA,TA/TO,0,0,189
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,117,2017,May,18,6,2,1,2,0,0,GBR,TA/TO,0,0,96
City Hotel,1,179,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,18,2017,May,18,6,2,1,2,0,0,GBR,TA/TO,0,0,150
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,162,2017,May,18,6,2,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,1,169,2017,May,18,6,2,1,2,0,0,AUT,TA/TO,0,0,117
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,45,2017,May,18,6,2,2,2,0,0,NLD,TA/TO,0,0,152.1
City Hotel,1,93,2017,May,18,6,2,2,2,0,0,POL,TA/TO,0,0,135
City Hotel,1,109,2017,May,18,6,2,2,2,0,0,PRT,TA/TO,0,0,121
City Hotel,1,109,2017,May,18,6,2,2,2,0,0,PRT,TA/TO,0,0,121
City Hotel,1,109,2017,May,18,6,2,2,2,0,0,PRT,TA/TO,0,0,121
City Hotel,1,190,2017,May,18,6,2,2,2,0,1,FRA,TA/TO,0,0,117
City Hotel,1,120,2017,May,18,6,2,2,2,0,0,DEU,TA/TO,0,0,108
City Hotel,1,76,2017,May,18,6,2,2,2,0,0,FRA,TA/TO,0,0,135
City Hotel,1,229,2017,May,18,6,2,2,2,0,0,RUS,TA/TO,0,0,134.13
City Hotel,1,109,2017,May,18,6,2,2,2,0,0,PRT,TA/TO,0,0,121
City Hotel,1,112,2017,May,18,6,2,3,2,0,0,PRT,TA/TO,0,0,83.16
City Hotel,1,95,2017,May,18,6,2,3,2,0,0,IRL,TA/TO,0,0,135
City Hotel,1,57,2017,May,18,6,2,3,2,0,0,FRA,TA/TO,0,0,144
City Hotel,1,112,2017,May,18,6,2,4,2,0,0,IRL,TA/TO,0,0,108
City Hotel,1,101,2017,May,18,6,2,4,2,0,0,SWE,TA/TO,0,0,135
City Hotel,1,167,2017,May,18,6,2,5,3,0,0,BRA,TA/TO,0,0,174.21
City Hotel,1,91,2017,May,18,6,2,5,2,0,0,DEU,TA/TO,0,0,164.57
City Hotel,1,99,2017,May,18,6,2,6,2,0,0,DEU,TA/TO,0,0,139.5
City Hotel,1,99,2017,May,18,6,2,6,1,0,0,DEU,TA/TO,0,0,139.5
City Hotel,1,156,2017,May,18,6,2,5,2,0,0,BRA,TA/TO,0,0,110.57
City Hotel,1,91,2017,May,18,6,2,5,1,0,0,DEU,TA/TO,0,0,164.57
City Hotel,1,140,2017,May,19,7,1,0,2,0,0,BRA,TA/TO,0,0,108
City Hotel,1,117,2017,May,19,7,2,0,2,0,0,GBR,TA/TO,0,0,126
City Hotel,1,115,2017,May,19,7,2,0,2,0,0,KOR,TA/TO,0,0,126
City Hotel,1,117,2017,May,19,7,2,0,2,0,0,GBR,TA/TO,0,0,126
City Hotel,1,102,2017,May,19,7,2,0,2,0,0,KOR,TA/TO,0,0,108
City Hotel,1,40,2017,May,19,7,2,1,2,0,0,USA,TA/TO,0,0,149
City Hotel,1,197,2017,May,19,7,2,1,2,0,0,BEL,TA/TO,0,0,99
City Hotel,1,96,2017,May,19,7,2,1,2,0,0,PHL,Direct,0,0,225
City Hotel,1,145,2017,May,19,7,2,1,2,0,0,TUR,TA/TO,0,0,108
City Hotel,1,88,2017,May,19,7,2,2,2,0,0,PRT,TA/TO,0,0,89.1
City Hotel,1,60,2017,May,19,7,2,2,2,0,0,IRL,TA/TO,0,0,144
City Hotel,1,172,2017,May,19,7,2,2,2,0,0,FRA,TA/TO,0,0,117
City Hotel,1,230,2017,May,19,7,2,2,3,0,0,BRA,TA/TO,0,0,157.7
City Hotel,1,245,2017,May,19,7,2,2,2,0,0,DEU,TA/TO,0,0,117
City Hotel,1,88,2017,May,19,7,2,2,1,0,0,PRT,TA/TO,0,0,84.6
City Hotel,1,245,2017,May,19,7,2,2,2,0,0,DEU,TA/TO,0,0,117
City Hotel,1,89,2017,May,19,7,2,2,2,0,0,PRT,TA/TO,0,0,89.1
City Hotel,1,110,2017,May,19,7,2,2,2,0,0,BEL,TA/TO,0,0,117
City Hotel,1,38,2017,May,19,7,2,2,2,0,0,CHN,TA/TO,0,0,134.1
City Hotel,1,245,2017,May,19,7,2,2,2,0,0,DEU,TA/TO,0,0,117
City Hotel,1,88,2017,May,19,7,2,2,2,0,0,PRT,TA/TO,0,0,89.1
City Hotel,1,88,2017,May,19,7,2,2,2,0,0,PRT,TA/TO,0,0,89.1
City Hotel,1,110,2017,May,19,7,2,2,1,0,0,BEL,TA/TO,0,0,126
City Hotel,1,94,2017,May,19,7,2,3,2,0,0,BRA,TA/TO,0,0,135
City Hotel,1,32,2017,May,19,7,2,3,3,0,0,THA,TA/TO,0,0,225.2
City Hotel,1,46,2017,May,19,7,2,3,2,0,0,CHE,TA/TO,0,0,166.68
City Hotel,1,94,2017,May,19,7,2,3,2,0,0,BRA,TA/TO,0,0,135
City Hotel,1,94,2017,May,19,7,2,3,2,0,0,BRA,TA/TO,0,0,135
City Hotel,1,32,2017,May,19,7,2,3,3,0,0,THA,TA/TO,0,0,225.2
City Hotel,1,94,2017,May,19,7,2,3,2,0,0,BRA,TA/TO,0,0,135
City Hotel,1,86,2017,May,19,7,2,3,2,0,0,FRA,TA/TO,0,0,135
City Hotel,1,207,2017,May,19,7,2,3,2,0,0,AUT,TA/TO,0,0,104.22
City Hotel,1,100,2017,May,19,7,2,4,3,0,0,BRA,TA/TO,0,0,174
City Hotel,1,105,2017,May,19,7,2,4,2,0,0,GBR,TA/TO,0,0,223.33
City Hotel,1,100,2017,May,19,7,2,4,2,0,0,BRA,TA/TO,0,0,138
City Hotel,1,80,2017,May,19,7,2,4,2,0,0,GBR,TA/TO,0,0,138
City Hotel,1,105,2017,May,19,7,2,4,2,0,0,GBR,Direct,0,0,216.33
City Hotel,1,12,2017,May,19,7,4,6,2,0,0,PRT,TA/TO,0,0,144.8
City Hotel,1,0,2017,May,19,8,0,0,1,0,0,FRA,Corporate,0,0,0
City Hotel,1,3,2017,May,19,8,1,0,2,0,0,PRT,TA/TO,0,0,198
City Hotel,1,17,2017,May,19,8,1,0,1,0,0,PRT,TA/TO,0,0,95
City Hotel,1,123,2017,May,19,8,1,0,2,0,0,PRT,TA/TO,0,0,108
City Hotel,1,20,2017,May,19,8,1,0,2,0,0,FRA,TA/TO,0,0,150
City Hotel,1,7,2017,May,19,8,1,0,1,0,0,PRT,TA/TO,0,0,160
City Hotel,1,17,2017,May,19,8,1,0,1,0,0,PRT,TA/TO,0,0,95
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,0,2017,May,19,8,1,1,2,0,0,CN,Direct,0,0,139.5
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,166,2017,May,19,8,1,1,2,0,0,GBR,TA/TO,0,0,99
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,127,2017,May,19,8,1,1,2,0,0,GBR,TA/TO,0,0,126
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,170,2017,May,19,8,1,1,2,0,0,DEU,TA/TO,0,0,130.5
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,98,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,170,2017,May,19,8,1,1,2,0,0,DEU,TA/TO,0,0,130.5
City Hotel,1,88,2017,May,19,8,1,1,1,0,0,PRT,TA/TO,0,0,120
City Hotel,1,28,2017,May,19,8,1,2,2,0,0,PRT,TA/TO,0,0,140
City Hotel,1,97,2017,May,19,8,1,2,2,0,0,HRV,TA/TO,0,0,79
City Hotel,1,27,2017,May,19,8,1,2,2,0,0,NOR,TA/TO,0,0,179
City Hotel,1,42,2017,May,19,8,1,2,1,0,0,PRT,TA/TO,0,0,139
City Hotel,1,97,2017,May,19,8,1,2,2,0,0,PRT,TA/TO,0,0,126
City Hotel,1,285,2017,May,19,8,1,2,3,0,0,GBR,TA/TO,0,0,142.2
City Hotel,1,49,2017,May,19,8,1,2,2,0,0,PHL,Direct,0,0,156.6
City Hotel,1,27,2017,May,19,8,1,2,2,0,0,BRA,TA/TO,0,0,179
City Hotel,1,106,2017,May,19,8,1,2,2,0,0,PRT,TA/TO,0,0,89.1
City Hotel,1,96,2017,May,19,8,1,2,3,0,0,PHL,Direct,0,0,196.6
City Hotel,1,102,2017,May,19,8,1,2,1,1,0,RUS,TA/TO,0,0,144
City Hotel,1,142,2017,May,19,8,1,2,2,0,0,LUX,TA/TO,0,0,126
City Hotel,1,39,2017,May,19,8,1,2,3,0,0,PRT,TA/TO,0,0,129
City Hotel,1,102,2017,May,19,8,1,2,2,0,0,RUS,TA/TO,0,0,117
City Hotel,1,83,2017,May,19,8,1,2,3,0,0,USA,TA/TO,0,0,171
City Hotel,1,5,2017,May,19,8,1,2,2,0,0,PRT,TA/TO,0,0,130
City Hotel,1,18,2017,May,19,8,1,3,2,0,0,PRT,TA/TO,0,0,127.5
City Hotel,1,173,2017,May,19,8,1,3,2,0,0,PRT,TA/TO,0,0,84.6
City Hotel,1,178,2017,May,19,8,1,3,2,0,0,FRA,TA/TO,0,0,84.6
City Hotel,1,85,2017,May,19,8,1,3,2,0,0,FRA,TA/TO,0,0,126
City Hotel,1,181,2017,May,19,8,1,3,1,0,0,FRA,TA/TO,0,0,116.33
City Hotel,1,181,2017,May,19,8,1,3,2,0,0,DEU,TA/TO,0,0,123.53
City Hotel,1,124,2017,May,19,8,1,3,2,0,0,NLD,TA/TO,0,0,126
City Hotel,1,287,2017,May,19,8,1,3,2,0,0,BRA,TA/TO,0,0,116.33
City Hotel,1,287,2017,May,19,8,1,3,2,0,0,BRA,TA/TO,0,0,116.33
City Hotel,1,84,2017,May,19,8,1,3,2,0,0,PHL,TA/TO,0,0,126
City Hotel,1,60,2017,May,19,8,1,3,2,0,0,FRA,TA/TO,0,0,130.5
City Hotel,1,62,2017,May,19,8,1,3,2,0,0,PRT,TA/TO,0,0,99
City Hotel,1,95,2017,May,19,8,1,3,2,0,0,GBR,TA/TO,0,0,108
City Hotel,1,155,2017,May,19,8,1,3,3,0,0,BRA,TA/TO,0,0,175.5
City Hotel,1,47,2017,May,19,8,1,4,2,0,0,BRA,TA/TO,0,0,172.26
City Hotel,1,37,2017,May,19,8,1,4,2,0,0,ITA,TA/TO,0,0,191.4
City Hotel,1,50,2017,May,19,8,1,5,2,2,0,AGO,TA/TO,0,0,274.5
City Hotel,1,62,2017,May,19,8,2,5,2,0,0,PRT,TA/TO,0,0,228.21
City Hotel,1,212,2017,May,19,8,2,5,2,0,0,BRA,TA/TO,0,0,111.34
City Hotel,1,62,2017,May,19,8,2,5,2,0,0,PRT,TA/TO,0,0,136.22
City Hotel,1,177,2017,May,19,8,1,5,2,0,0,FRA,Direct,0,0,112.5
City Hotel,1,82,2017,May,19,8,1,5,2,0,0,DEU,TA/TO,0,0,141
City Hotel,1,62,2017,May,19,8,2,5,2,0,0,PRT,TA/TO,0,0,228.21
City Hotel,1,62,2017,May,19,8,2,5,2,0,0,PRT,TA/TO,0,0,136.22
City Hotel,1,130,2017,May,19,8,2,5,2,0,0,ESP,TA/TO,0,0,144.64
City Hotel,1,62,2017,May,19,8,2,5,2,0,0,PRT,TA/TO,0,0,228.21
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,273,2017,May,19,9,0,1,1,0,0,PRT,TA/TO,0,0,84.6
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,273,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,89.1
City Hotel,1,18,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,150
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,14,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,150
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,56,2017,May,19,9,0,1,2,1,0,PRT,TA/TO,0,0,142.36
City Hotel,1,273,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,89.1
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,5,2017,May,19,9,0,1,2,0,0,PRT,Corporate,0,0,90
City Hotel,1,410,2017,May,19,9,0,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,1,0,2017,May,19,9,0,2,1,0,0,PRT,TA/TO,0,0,130
City Hotel,1,39,2017,May,19,9,0,2,2,0,0,PRT,TA/TO,0,0,99
City Hotel,1,141,2017,May,19,9,0,2,2,0,0,NZL,TA/TO,0,0,108
City Hotel,1,316,2017,May,19,9,0,2,3,0,0,USA,TA/TO,0,0,142.2
City Hotel,1,121,2017,May,19,9,0,3,2,0,0,CHE,TA/TO,0,0,108
City Hotel,1,110,2017,May,19,9,0,3,2,0,0,PRT,TA/TO,0,0,85
