student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,drug_use,focus_index,burnout_level,productivity_score,exam_score
3177,24.0,Male,Postgraduate,4.17,2.7,2.49,1.36,0.0,6.46,8.28,142.0,381.0,no,0.0,Poor,10.0,1.0,34.08,35.78,53.35,35.31
3178,24.0,Female,High School,2.88,3.42,1.21,4.09,0.0,6.58,8.26,111.0 min,203.0,No,0.0,Poor,3.0,1.0,19.34,30.84,34.56,24.73
3179,,Other,Undergraduate,4.51,4.12,2.61,5.02,0.1,6.86,5.17,25.0,153.0,no,0.0,Average,5.0,,27.91,24.38,42.82,15.11
3180,21.0,Male,High School,3.94,2.45,1.58,1.87,2.49,7.86,8.29,87.0,100.0,No,0.0,Good,3.0,1.0,32.64,38.33,30.8,26.55
3181,23.0,Female,Undergraduate,5.35,3.88,3.19,0.95,1.08,,3.63,,435.0,No,0.0,Good,6.0,,47.33,28.87,69.14,42.81
3182,23.0,Other,Postgraduate,3.8,4.68,0.69,5.04,2.34,4.97,6.32,3.0,471.0,No,1.0,Good,7.0,,29.91,83.84,31.37,6.92
3183,24.0,Male,Undergraduate,2.81,3.12,2.65,5.99,1.53,6.02,9.02,66.0,68.0,No,1.0,Poor,9.0,1.0,25.07,56.01,26.22,18.61
3184,21.0,Male,High School,3.78,3.61,0.81,1.12,2.31,7.24,9.35,123.0,389.0,no,0.0,Good,2.0,,26.18,29.64,25.45,14.59
3185,19.0,Female,High School,3.22,0.33,2.92,0.81,1.72,6.98,10.03,98.0,278.0,Yes,0.0,Good,8.0,,31.35,44.76,43.3,17.28
3186,21.0,Female,High School ,3.01,0.89,2.33,3.69,0.35,5.88,9.85,59.0,152.0,Yes,1.0,Poor,4.0,,25.17,66.64,10.52,13.26
3187,20.0,Female,High School,8.42,1.21,1.43,2.66,1.43,8.94,4.65,73.0,469.0,Yes,0.0,Good,1.0,,28.47,37.9,44.49,18.75
3188,21.0,Male,High School,6.13,1.36,2.23,2.39,3.14,7.17,2.29,28.0,286.0,No,0.0,Average,3.0,,36.43,32.63,41.27,26.81
3189,25.0,Female,Postgraduate,4.18,3.72,0.74,0.41,2.47,7.71,8.94,115.0,178.0,No,0.0,Good,2.0,,22.56,30.24,33.13,7.94
3190,18.0,Female,High School,3.37,3.22,2.9,1.35,1.01,5.58,6.43,58.0,141.0,No,0.0,Poor,7.0,,27.32,44.45,31.13,22.71
3191,20.0,Female,Postgraduate,6.84,2.35,2.84,2.95,1.66,7.84,8.46,124.0,199.0,Yes,1.0,Poor,5.0,,36.91,,47.18,20.58
3192,25.0,Male,Undergraduate,5.06,3.26,2.78,6.54,1.7,6.72,7.88,57.0,443.0,no,0.0,Good,7.0,,23.32,41.73,41.15,13.96
3193,,,,,,3.13,,,,,,,,,,2.0,,21.43,,,
3194,20.0,Male,Undergraduate ,3.73,2.54,1.78,3.81,2.17,7.53,5.12,141.0,275.0,No,0.0,Average,3.0,,23.77,27.83,25.63,14.59
3195,19.0,Male,Postgraduate ,6.01,2.68,1.29,6.54,0.0,6.55,7.88,105.0,238.0,No,1.0,Poor,10.0,,30.49,48.52,55.99,28.69
3196,,,,3.07,,1.75,,,,,,,,,Good,,,17.28,,,
3197,23.0,Male,Postgraduate,6.75,3.36,2.39,4.4,0.0,10.0,12.87,76.0,355.0,Yes,0.0,Poor,4.0,,34.92,39.5,45.38,21.83
3198,,Other,,3.77,2.59,1.95,3.37,2.49,8.34,8.12,96.0,415.0,Yes,0.0,Good,3.0,,20.16,50.96,,2.95
3199,25.0,Male,Postgraduate ,2.59,2.68,0.48,2.91,0.0,5.83,3.51,84.0,457.0,yes,1.0,Average,2.0,1.0,13.5,48.7,15.03,5.76
3200,19.0,Female,Undergraduate,5.52,3.2,2.76,5.53,0.21,5.61,5.17,0.0,462.0,No,0.0,Average,3.0,,22.35,41.89,30.51,7.51
3201,23.0,Male,Postgraduate,3.76,0.78,0.79,4.21,0.0,6.99,7.71,85.0,453.0,yes,0.0,Average,1.0,,16.38,47.36,23.07,1.07
3202,16.0,Male,Postgraduate,4.57,3.04,0.0,4.14,1.44,10.0,13.94,34.0 min,352.0,Yes,1.0,Average,5.0,,35.17,50.08,39.01,18.18
3203,18.0,Male,High School ,4.5,2.15,1.17,4.89,0.25,8.08,11.97,139.0,20.0,Yes,0.0,Average,7.0,0.0,31.34,35.81,44.98,28.53
3204,22.0,Female,Undergraduate,3.42,3.5,3.49,4.58,1.0,7.18,4.39,122.0,234.0,Yes,0.0,Good,2.0,,23.17,40.31,10.19,8.34
3205,,,,,,,,,,,,,,,,,,,,,
3206,17.0,,Undergraduate ,,,,,,,,124.0,,,,,8.0,,,,,
3207,23.0,Male,High School,2.48,1.82,2.5,1.61,2.92,6.35,6.4,20.0,262.0,No,0.0,Poor,10.0,1.0,22.07,40.46,36.34,23.37
3208,,Female,Postgraduate,7.24,0.0,1.33,5.02,2.09,5.88,10.44,90.0,54.0,No,0.0,Average,2.0,,18.29,34.96,34.77,11.07
3209,17.0,Male,High School,3.98,2.49,0.53,4.09,3.9,6.74,9.34,134.0,427.0,no,0.0,Average,3.0,,24.89,23.47,42.37,22.07
3210,23.0,Female,High School,5.13,,3.53,4.76,0.81,7.6,,113.0,169.0,No,,Poor,3.0,,,29.14,33.32,17.52
3211,17.0,Female,Undergraduate,0.55,1.13,1.81,2.98,3.91,8.27,5.73,35.0,431.0,Yes,1.0,Average,1.0,,1.0,67.26,1.0,1.0
3212,19.0,Male,Postgraduate,0.63,3.28,2.51,3.12,2.98,7.4,11.4,90.0,463.0,no,1.0,Average,10.0,,31.46,49.16,28.1,10.68
3213,23.0,Male,High School ,1.14,3.82,3.81,5.39,0.34,8.4,5.56,72.0,408.0,Yes,0.0,Average,5.0,,27.98,26.52,18.18,20.18
3214,17.0,,,,3.16,2.43,4.58,,,,,493.0,,,Good,,0.0,,,,
3215,18.0,Female,High School,5.31,1.76,3.6,1.73,2.91,6.94,5.43,68.0,123.0,No,1.0,Average,9.0,,38.4,55.83,49.58,22.96
3216,25.0,Male,High School,3.32,2.78,0.0,3.65,1.47,6.71,7.12,147.0,80.0,No,0.0,Good,10.0,,33.05,28.81,,35.59
3217,22.0,Female,Undergraduate,3.62,2.09,3.4,0.77,2.4,7.92,9.68,135.0 min,486.0,No,0.0,Average,4.0,1.0,23.55,40.06,25.34,14.2
3218,19.0,Other,Postgraduate,1.91,3.12,4.01,,3.24,7.8,3.61,18.0,463.0,No,0.0,Average,6.0,,30.74,29.17,,21.24
3219,23.0,Male,High School,3.05,2.47,0.0,2.92,1.13,7.03,5.56,21.0,434.0,No,0.0,Poor,4.0,,20.73,40.18,25.93,1.64
3220,16.0,Male,Undergraduate,3.51,4.28,2.1,2.67,1.99,7.36,9.96,19.0,403.0,yes,1.0,Good,8.0,,33.92,57.87,43.41,14.0
3221,16.0,,,,5.12,,,2.11,,4.76,,99.0,yes,1.0,Average,,,,,,
3222,24.0,Female,High School,2.89,2.89,1.77,1.63,1.01,5.89,7.63,47.0,305.0,No,0.0,Good,8.0,,33.2,38.31,39.73,24.71
3223,25.0,Female,Postgraduate,0.89,0.0,2.72,2.3,0.77,8.75,2.99,94.0,69.0,Yes,1.0,Poor,2.0,0.0,10.48,31.9,1.0,1.0
3224,19.0,Male,Postgraduate,,,3.13,1.14,1.07,6.68,7.89,130.0,289.0,No,0.0,Poor,9.0,,33.89,32.25,,45.58
3225,19.0,Male,Postgraduate,5.75,2.79,0.93,5.15,0.26,5.77,1.96,87.0,390.0,Yes,0.0,Poor,8.0,,38.05,36.54,48.35,31.77
3226,22.0,Male,High School,4.26,,2.16,0.06,3.31,7.66,7.56,47.0,398.0,no,1.0,Poor,6.0,,,43.6,37.04,18.36
3227,20.0,Male,Undergraduate,3.35,2.59,1.51,3.65,0.47,7.07,2.51,81.0 min,141.0,No,1.0,Poor,6.0,,21.38,29.81,27.42,14.17
3228,19.0,Male,Postgraduate,6.92,3.77,0.42,1.68,0.49,5.58,6.0,64.0,383.0,Yes,0.0,Average,2.0,,37.39,54.19,46.51,24.17
3229,20.0,Male,Postgraduate,5.38,1.78,1.01,4.2,1.12,7.79,3.9,44.0 min,228.0,yes,1.0,Good,6.0,,35.32,49.65,49.88,29.15
3230,23.0,Female,Undergraduate,6.58,1.75,0.67,5.29,3.01,6.24,10.83,30.0,341.0,no,0.0,Poor,8.0,,28.29,44.76,61.06,33.35
3231,18.0,Other,Postgraduate,1.63,1.65,1.76,2.66,0.0,7.24,6.02,1.0,343.0,yes,1.0,Average,3.0,1.0,19.97,55.14,13.37,4.43
3232,18.0,,,6.33,,,,,9.19,,,,,1.0,,,,33.67,,57.26,
3233,19.0,Female,High School,7.85,3.05,4.31,1.8,0.36,8.02,7.18,56.0,220.0,no,1.0,Poor,4.0,1.0,42.05,47.98,52.97,24.07
3234,,,,,4.0,,2.78,,,4.58,,165.0,,,,,,,,,
3235,22.0,Male,High School ,3.29,1.26,3.57,2.71,1.25,6.72,11.9,81.0,302.0,Yes,1.0,Average,6.0,,19.25,72.26,26.54,10.59
3236,20.0,Male,Postgraduate,5.11,3.32,3.04,4.35,0.58,6.27,3.32,74.0,127.0,Yes,0.0,Poor,7.0,,26.32,37.04,44.15,23.11
3237,17.0,Male,High School,5.82,1.81,0.69,4.31,2.54,7.55,10.34,92.0,486.0,No,1.0,Poor,5.0,,25.49,55.35,33.01,18.61
3238,,,,,,,,,,,,443.0,,,,,0.0,,,,
3239,25.0,Other,Postgraduate,2.22,3.79,2.55,1.5,0.18,6.31,7.29,139.0,179.0,Yes,1.0,Good,6.0,1.0,24.05,67.76,16.29,1.0
3240,18.0,Female,Undergraduate,3.45,2.6,1.23,2.45,2.19,6.35,7.67,122.0,94.0,Yes,1.0,Average,4.0,,31.24,55.6,27.92,16.2
3241,21.0,Male,High School,6.54,1.65,1.34,1.33,1.46,6.5,11.58,74.0,365.0,No,0.0,Good,10.0,0.0,44.6,53.94,65.75,34.54
3242,19.0,Male,Undergraduate ,0.0,4.3,1.79,2.7,3.37,5.09,11.09,97.0,439.0,Yes,0.0,Good,1.0,,3.73,54.4,1.0,1.0
3243,18.0,Male,Postgraduate ,2.83,1.85,2.06,3.33,0.24,4.16,9.27,78.0,228.0,yes,1.0,Average,3.0,,4.41,76.46,1.0,1.0
3244,16.0,Male,High School,5.41,3.27,2.67,1.39,0.54,7.79,8.02,25.0,346.0,No,0.0,Poor,9.0,,40.23,40.65,64.85,29.51
3245,23.0,Male,Postgraduate,2.4,1.74,2.07,5.79,1.0,7.41,10.28,65.0,478.0,No,1.0,Good,1.0,1.0,10.18,53.27,7.58,1.0
3246,20.0,Female,High School ,5.97,3.06,0.52,3.08,1.18,4.7,4.54,1.0,,No,,Good,,,,49.79,35.71,23.16
3247,24.0,Female,Postgraduate,3.5,3.21,2.18,3.23,1.43,4.83,7.81,37.0,26.0,No,0.0,Good,7.0,,27.32,38.48,39.32,21.21
3248,25.0,Male,High School,5.58,2.26,2.19,1.85,1.69,5.17,9.18,26.0,457.0,Yes,0.0,Poor,4.0,,21.41,70.75,33.48,3.39
3249,23.0,Male,High School,1.73,0.26,1.96,5.07,3.53,5.72,7.33,57.0,468.0,Yes,1.0,Poor,10.0,1.0,13.21,74.06,24.06,1.0
3250,,,High School,,,,,,,,,,,,,,,,,,
3251,23.0,Female,Postgraduate,0.0,3.74,0.2,6.23,4.36,9.43,6.19,76.0,438.0,No,1.0,Poor,5.0,,14.63,23.53,19.99,12.08
3252,16.0,Male,Undergraduate,2.72,0.78,3.49,3.5,0.0,6.23,8.28,149.0,380.0,yes,1.0,Average,10.0,,38.28,67.06,46.57,28.2
3253,17.0,Female,Postgraduate,4.83,2.91,1.1,3.94,1.53,6.5,3.5,21.0,26.0,No,0.0,,10.0,,34.87,36.68,,29.14
3254,,,High School ,,,,,,,,48.0 min,251.0,,,,,1.0,,,,
3255,17.0,Female,Undergraduate,6.72,4.41,1.45,3.84,3.83,6.01,8.6,,299.0,Yes,1.0,Poor,5.0,,34.85,61.83,44.24,16.23
3256,24.0,,High School,,2.44,,,,,,,201.0,,,,,,,,,
3257,24.0,Male,High School,7.27,3.11,2.13,2.86,3.14,6.18,9.56,98.0,266.0,yes,1.0,Poor,5.0,,35.59,57.08,50.73,26.09
3258,,Female,,3.87,2.57,2.19,2.57,1.7,6.12,8.03,131.0,342.0,no,0.0,,3.0,,19.12,42.03,26.23,9.05
3259,22.0,Other,Undergraduate,,3.5,0.0,3.36,0.0,5.2,8.6,99.0,,Yes,1.0,Good,9.0,,43.15,71.28,56.04,27.33
3260,16.0,Male,,5.79,2.44,1.86,4.45,,5.98,10.86,93.0,210.0,,,Poor,1.0,,29.17,38.12,29.83,23.46
3261,22.0,Male,Undergraduate,2.77,3.28,2.94,2.8,1.14,8.2,6.87,148.0,255.0,Yes,1.0,Poor,10.0,0.0,37.29,53.38,35.82,23.61
3262,22.0,Other,High School ,,2.42,2.02,,,,,18.0,25.0,,0.0,Good,8.0,0.0,33.11,54.51,37.41,10.28
3263,25.0,Female,Postgraduate,2.87,1.67,3.01,4.13,2.01,6.94,8.89,29.0,264.0,Yes,1.0,Poor,10.0,1.0,19.05,58.14,28.31,10.85
3264,17.0,Male,High School,4.65,2.66,2.55,3.6,0.33,7.49,7.08,74.0,60.0,Yes,0.0,Poor,5.0,,28.91,38.36,37.8,26.03
3265,,,,,,,,,,,,,,,,,0.0,14.06,,,
3266,22.0,Male,Undergraduate,3.48,1.89,3.04,3.02,1.94,6.35,9.19,99.0,195.0,Yes,0.0,Poor,1.0,,18.15,46.79,16.89,2.97
3267,18.0,Female,Undergraduate,3.33,4.81,1.45,1.88,0.0,5.3,7.55,115.0,191.0,yes,0.0,Average,9.0,,35.51,44.3,32.88,20.46
3268,19.0,Other,Postgraduate,3.51,2.2,1.15,2.42,0.02,5.67,8.39,61.0,131.0,no,0.0,Good,3.0,,31.55,50.03,25.06,13.5
3269,22.0,,,1.59,,,,,6.72,,13.0,,,0.0,Poor,6.0,,,49.19,,
3270,23.0,Female,Undergraduate,4.83,2.59,0.69,4.05,2.52,7.1,9.21,13.0,0.0,yes,1.0,Good,2.0,,13.57,64.5,11.32,1.0
3271,20.0,Other,Postgraduate,1.43,2.9,1.47,2.87,2.59,5.65,8.6,87.0,284.0,No,1.0,Good,6.0,1.0,24.28,65.11,20.46,7.18
3272,22.0,Female,Undergraduate,5.87,3.01,1.49,3.64,1.32,9.11,3.91,63.0,287.0,yes,1.0,Good,2.0,,35.66,49.1,25.68,18.29
3273,20.0,Female,High School ,4.23,0.8,2.77,2.31,0.0,8.2,10.19,133.0,4.0,No,1.0,Poor,7.0,1.0,27.44,35.24,48.57,27.58
3274,24.0,Male,Postgraduate,5.2,3.61,2.13,5.24,0.73,5.78,9.16,28.0,173.0,Yes,0.0,Good,4.0,1.0,25.3,58.3,31.38,13.56
3275,22.0,Female,High School,3.6,2.31,2.73,4.72,1.15,7.73,7.58,39.0,7.0,Yes,1.0,Good,5.0,,21.23,46.53,28.56,13.8
3276,,,,,,,,,5.84,,,425.0,,,Average,,,,,,1.0
3277,21.0,Other,Postgraduate,6.53,2.06,3.2,2.29,0.77,7.48,7.15,135.0,404.0,No,1.0,Average,9.0,,52.58,32.17,64.5,38.74
3278,23.0,Female,Postgraduate,4.02,6.29,1.09,4.2,2.66,6.95,6.86,21.0,94.0,Yes,1.0,Average,5.0,,34.55,55.71,46.86,18.76
3279,16.0,Male,High School ,2.43,5.0,2.01,1.15,3.43,7.16,6.5,111.0 min,396.0,No,0.0,Good,4.0,,18.06,28.86,25.91,6.12
3280,21.0,Female,Postgraduate ,5.91,3.03,1.78,3.85,1.83,6.98,5.17,117.0,246.0,No,1.0,Average,7.0,,41.53,37.16,51.75,27.67
3281,23.0,Male,High School ,7.65,1.53,2.99,4.8,1.77,7.12,7.06,18.0,383.0,Yes,0.0,Poor,2.0,,23.94,55.91,42.4,20.21
3282,,Female,Postgraduate,5.23,2.1,,3.2,1.71,6.43,2.36,65.0,406.0,No,1.0,Average,6.0,,23.86,,,19.36
3283,20.0,Male,Undergraduate,5.51,2.25,1.65,3.01,1.59,6.65,2.97,22.0,426.0,No,1.0,Average,6.0,1.0,23.39,39.62,35.47,12.49
3284,17.0,Male,High School,5.5,0.57,1.2,4.66,3.16,8.45,5.56,132.0,230.0,Yes,1.0,Poor,8.0,,27.99,43.77,48.24,18.11
3285,,Female,,,1.44,,,,,,,,,,,,,,,,
3286,21.0,Female,Postgraduate,5.81,2.22,3.48,0.82,1.81,6.99,8.85,98.0,209.0,no,1.0,Average,2.0,,33.52,53.97,32.61,15.23
3287,24.0,Male,Undergraduate,5.83,2.1,2.11,2.7,3.07,7.55,7.31,17.0,409.0,No,1.0,Average,10.0,,30.15,47.98,53.59,27.98
3288,18.0,Other,Postgraduate,3.91,4.55,0.64,3.05,1.01,6.98,9.0,33.0,81.0,No,1.0,Poor,10.0,0.0,37.74,45.83,55.06,29.41
3289,23.0,Female,Undergraduate,2.62,5.4,1.75,0.66,0.81,7.2,6.32,57.0,74.0,yes,1.0,Poor,7.0,,44.66,51.04,48.11,34.56
3290,18.0,Other,Undergraduate,2.86,1.49,1.53,5.61,1.13,5.9,7.23,94.0,282.0,no,0.0,Poor,10.0,1.0,27.98,41.42,41.32,9.46
3291,25.0,Female,Undergraduate,3.74,2.29,2.3,5.77,0.12,7.42,8.13,93.0,141.0,Yes,0.0,Average,8.0,0.0,25.84,46.16,33.46,6.07
3292,24.0,Other,Undergraduate ,7.74,2.67,2.25,5.08,1.26,5.68,6.37,94.0,310.0,yes,1.0,Average,10.0,,43.52,61.95,65.42,31.76
3293,18.0,Female,Postgraduate ,4.2,,0.25,,1.98,6.17,8.78,39.0,385.0,No,0.0,Poor,3.0,,18.9,42.5,23.95,5.62
3294,16.0,Female,Undergraduate,4.08,2.06,1.46,3.26,1.59,8.3,7.31,30.0,151.0,Yes,0.0,Good,2.0,0.0,25.48,36.6,19.73,14.42
3295,20.0,Female,Undergraduate,5.38,1.91,2.3,0.79,2.42,5.96,12.58,60.0,421.0,no,0.0,Average,7.0,,38.75,52.53,50.74,17.56
3296,19.0,Female,High School,5.44,4.76,1.57,1.08,1.89,6.62,10.4,79.0,65.0,No,1.0,Poor,4.0,,36.11,57.11,40.89,15.53
3297,25.0,Female,Undergraduate,1.02,3.02,0.73,2.21,0.19,5.52,7.62,73.0,240.0,Yes,0.0,Average,10.0,,37.09,52.24,29.76,19.53
3298,19.0,Female,High School,5.23,1.86,2.25,5.68,2.22,8.82,9.37,53.0,475.0,Yes,0.0,Average,5.0,1.0,32.74,43.57,39.95,18.5
3299,19.0,Male,High School,4.89,2.59,0.0,5.33,1.23,9.25,4.81,90.0,147.0,No,1.0,Poor,8.0,,39.21,31.49,53.7,21.67
3300,,,,7.08,,,,,,,,,,1.0,Poor,,,51.99,,,
3301,,,,,,0.7,,,,,,,,,,,,,,,
3302,20.0,Male,Postgraduate,6.35,2.45,2.59,4.65,1.65,6.41,6.77,130.0,272.0,No,0.0,Poor,5.0,,32.96,37.39,60.88,37.52
3303,20.0,Male,Postgraduate,4.34,1.37,1.56,3.02,0.59,6.76,9.29,45.0,431.0,Yes,0.0,Good,2.0,,19.21,56.19,26.5,9.77
3304,24.0,Other,Postgraduate,5.55,3.73,0.85,2.76,,7.19,6.69,127.0,137.0,Yes,0.0,Average,2.0,,31.4,37.92,,21.07
3305,17.0,Female,High School ,4.04,1.21,2.74,3.92,0.73,8.03,5.0,53.0,487.0,Yes,0.0,Poor,4.0,,23.64,44.22,25.14,14.02
3306,,,,,2.75,2.66,,2.94,6.46,,,,No,,Good,,,,,,
3307,20.0,Female,Undergraduate,5.61,2.18,1.25,2.42,0.97,6.34,8.14,5.0,279.0,Yes,1.0,Good,6.0,,32.79,58.05,40.2,23.99
3308,22.0,Female,High School,4.33,2.47,3.58,0.91,1.39,7.79,4.4,2.0,265.0,Yes,0.0,Average,6.0,1.0,30.9,37.84,43.14,31.1
3309,23.0,Other,Undergraduate,6.82,3.7,2.52,2.56,2.12,8.27,8.96,33.0 min,237.0,yes,0.0,Poor,8.0,,37.58,48.53,56.01,29.1
3310,17.0,Male,,5.65,,1.01,,1.41,,8.87,,,,,,,,,,,
3311,24.0,Male,High School,5.97,1.88,2.04,4.46,2.03,5.3,6.89,65.0,378.0,Yes,0.0,Poor,1.0,0.0,8.08,43.63,20.27,12.87
3312,,Other,High School,6.25,,2.3,,4.55,,5.09,31.0,18.0,no,1.0,Average,8.0,,32.44,37.75,66.98,41.84
3313,18.0,Female,Undergraduate,5.05,3.38,2.74,2.75,1.4,7.98,6.48,32.0,328.0,no,1.0,Poor,1.0,1.0,29.16,51.66,17.07,1.0
3314,19.0,Male,,2.09,,3.61,4.34,0.89,7.85,5.66,92.0,25.0,yes,,Average,1.0,,16.59,40.02,6.54,1.0
3315,16.0,Female,Postgraduate,9.9,1.03,1.4,7.75,2.12,7.79,5.61,51.0 min,235.0,yes,1.0,Average,7.0,1.0,34.67,57.69,67.56,32.54
3316,25.0,Male,Undergraduate,4.49,0.75,1.7,2.42,0.0,8.33,6.52,36.0,86.0,No,1.0,Average,10.0,,38.41,36.41,58.27,37.75
3317,17.0,Female,Undergraduate,6.72,2.93,2.67,2.48,1.13,8.21,8.11,35.0,149.0,Yes,0.0,Good,2.0,0.0,30.48,31.05,48.33,26.09
3318,17.0,Female,Postgraduate,4.77,3.7,1.59,2.0,0.0,7.07,10.49,119.0,73.0,Yes,0.0,Good,9.0,,42.87,46.99,53.07,27.8
3319,20.0,Female,Postgraduate,6.39,2.53,2.97,2.94,1.89,8.41,3.46,95.0,249.0,Yes,0.0,Average,8.0,,41.37,29.71,68.08,36.8
3320,22.0,Female,Undergraduate,5.75,4.78,2.64,2.65,3.13,7.79,2.46,45.0,389.0,yes,1.0,Good,1.0,,24.29,39.72,31.89,13.72
3321,19.0,Male,,2.58,2.44,1.62,3.46,2.0,7.03,5.95,33.0,309.0,yes,0.0,Poor,6.0,,20.7,45.78,29.35,8.96
3322,16.0,Male,High School,8.0,2.41,1.55,2.68,0.67,7.1,3.59,26.0,345.0,No,0.0,Good,5.0,1.0,43.62,25.62,64.57,45.11
3323,22.0,Male,Postgraduate,6.13,4.78,1.74,3.34,0.44,7.87,6.64,49.0,32.0,Yes,0.0,Average,10.0,0.0,56.95,34.53,72.79,41.56
3324,23.0,Male,Postgraduate,1.77,3.31,2.62,,2.0,7.0,5.32,15.0,134.0,,0.0,Good,3.0,,20.73,54.7,14.43,3.7
3325,17.0,Female,Undergraduate ,7.77,2.16,2.84,0.41,0.92,5.91,10.44,146.0,92.0,No,0.0,Poor,3.0,1.0,31.36,33.64,49.54,20.9
3326,18.0,Male,Postgraduate,8.87,1.8,1.09,2.37,1.1,5.56,7.74,135.0,362.0,yes,0.0,Good,9.0,,52.48,48.93,76.06,50.04
3327,25.0,Female,Postgraduate,6.22,1.56,3.06,0.78,1.89,5.34,10.39,70.0,366.0,no,1.0,Average,1.0,,25.56,65.16,14.73,1.97
3328,21.0,Male,Postgraduate,7.18,2.79,0.86,4.56,2.71,7.64,5.99,78.0 min,112.0,Yes,1.0,Poor,8.0,,38.07,52.83,61.12,33.96
3329,16.0,Female,Undergraduate ,3.51,2.06,1.85,3.78,2.87,7.56,6.34,42.0,367.0,Yes,1.0,Good,3.0,,22.01,49.79,12.18,5.48
3330,17.0,Female,Undergraduate,3.72,2.54,2.93,3.04,2.25,6.67,5.79,39.0,3.0,No,0.0,Poor,9.0,,33.11,27.29,41.39,24.31
3331,,,,,,,,,5.95,,,,,,,,0.0,,,,
3332,,,,4.49,3.86,,,,,,,,,,Average,,,,28.59,,27.07
3333,21.0,Female,High School,1.91,1.48,3.52,2.53,0.11,6.18,6.13,13.0,179.0,No,1.0,Average,1.0,,11.15,46.76,1.11,1.0
3334,,Male,Undergraduate,,2.41,1.74,2.74,0.0,8.34,9.9,62.0,,,,Good,2.0,,,44.17,30.11,8.46
3335,16.0,Female,Postgraduate,4.95,1.5,2.63,1.33,0.13,7.74,6.74,65.0 min,108.0,no,1.0,Average,10.0,,42.59,22.89,63.41,49.11
3336,17.0,Female,High School,2.9,4.55,3.5,3.26,,8.34,5.36,71.0,218.0,,1.0,Poor,8.0,1.0,39.77,47.97,36.23,16.52
3337,22.0,Female,Postgraduate,7.12,3.01,1.8,0.3,2.66,5.75,5.7,59.0,127.0,Yes,0.0,Average,6.0,,40.32,49.69,55.31,38.21
3338,21.0,Female,Undergraduate,9.17,2.52,3.13,2.98,0.32,7.11,4.84,69.0,256.0,No,1.0,Average,5.0,,37.88,45.03,71.34,33.27
3339,19.0,Other,High School ,2.03,,2.29,1.1,2.2,7.05,6.47,46.0,207.0,No,0.0,,9.0,,,,38.93,10.16
3340,23.0,Female,High School,3.01,3.09,3.37,3.08,0.65,7.73,11.73,127.0 min,314.0,No,1.0,Poor,1.0,,23.65,62.89,8.48,1.0
3341,25.0,Female,Undergraduate ,1.54,2.35,2.09,4.06,0.0,7.88,3.57,29.0 min,497.0,Yes,0.0,Poor,1.0,1.0,6.73,31.84,1.0,2.58
3342,22.0,Male,Undergraduate,1.48,2.07,0.0,0.0,0.9,7.42,5.48,73.0,299.0,No,0.0,Good,7.0,,33.95,13.38,41.01,22.94
3343,,,,,,,,,,10.7,,,,,Poor,,,,,,
3344,24.0,,Postgraduate,,,,,,,6.49,74.0,,No,,,,1.0,,42.82,,
3345,20.0,Female,Postgraduate ,4.11,1.06,1.58,5.14,0.0,7.15,7.87,141.0,286.0,No,0.0,Good,6.0,,20.6,38.66,31.24,16.72
3346,23.0,Male,High School,6.06,3.44,2.2,2.99,0.98,7.08,7.23,59.0,371.0,yes,0.0,Good,1.0,1.0,28.64,56.7,30.4,15.36
3347,21.0,Male,Undergraduate,4.9,2.9,3.21,0.78,0.99,9.38,10.38,12.0,269.0,No,0.0,Good,10.0,,56.63,33.43,55.95,44.89
3348,16.0,Male,High School,6.47,1.65,1.29,1.69,2.29,5.97,4.01,105.0,252.0,Yes,1.0,Poor,8.0,,39.89,58.9,50.82,29.97
3349,,,,6.3,,,,,,,,388.0,,,,,1.0,,,32.72,
3350,19.0,Female,Undergraduate,3.88,4.13,3.04,4.76,0.57,8.55,6.22,134.0,20.0,No,1.0,Average,8.0,,31.11,34.47,32.98,15.45
3351,17.0,Female,Undergraduate,1.37,3.84,3.72,2.56,0.0,6.95,8.94,54.0,345.0,Yes,0.0,Average,4.0,,18.88,59.14,13.68,4.23
3352,23.0,Male,Postgraduate,0.51,2.71,1.29,2.29,2.02,6.89,8.14,11.0 min,345.0,No,1.0,Good,10.0,1.0,30.31,52.63,33.36,13.13
3353,16.0,Female,Postgraduate,5.94,0.93,1.27,0.45,2.14,7.19,6.7,80.0,491.0,Yes,0.0,Average,9.0,1.0,35.76,43.83,56.45,30.84
3354,20.0,Male,Postgraduate,6.33,3.36,1.69,5.48,1.73,9.14,8.27,143.0,440.0,No,1.0,Poor,4.0,1.0,35.79,33.42,46.79,22.32
3355,16.0,Female,Postgraduate ,4.62,2.64,2.34,3.21,0.46,6.54,7.09,60.0,329.0,No,0.0,,1.0,,28.71,42.29,,1.82
3356,23.0,Male,High School,7.48,,1.24,3.19,1.25,7.58,5.28,137.0,98.0,Yes,1.0,Poor,,,39.56,36.13,69.22,53.57
3357,24.0,Other,High School,5.25,1.76,3.31,3.29,1.34,,8.47,103.0,360.0,Yes,0.0,Good,1.0,,18.86,42.28,23.78,11.33
3358,19.0,Male,Undergraduate,5.27,1.11,0.91,3.18,1.92,5.24,6.18,63.0,288.0,no,1.0,Poor,7.0,,28.85,57.67,30.36,15.4
